fonte: 1, destino: 9649, peso: 1
fonte: 1897, destino: 6291, peso: 1
fonte: 1945, destino: 3194, peso: 1
fonte: 1949, destino: 9942, peso: 1
fonte: 1955, destino: 9021, peso: 1
fonte: 1956, destino: 2283, peso: 1
fonte: 1958, destino: 1267, peso: 1
fonte: 1958, destino: 1149, peso: 1
fonte: 1961, destino: 4919, peso: 1
fonte: 1987, destino: 1806, peso: 1
fonte: 1988, destino: 8412, peso: 1
fonte: 1992, destino: 7674, peso: 1
fonte: 1999, destino: 1353, peso: 1
fonte: 2006, destino: 3270, peso: 1
fonte: 2037, destino: 9510, peso: 1
fonte: 2078, destino: 609, peso: 1
fonte: 2088, destino: 1691, peso: 1
fonte: 2110, destino: 9981, peso: 1
fonte: 2156, destino: 8828, peso: 1
fonte: 2163, destino: 4857, peso: 1
fonte: 2173, destino: 347, peso: 1
fonte: 2183, destino: 571, peso: 1
fonte: 2244, destino: 1659, peso: 1
fonte: 2261, destino: 3869, peso: 1
fonte: 2266, destino: 8413, peso: 1
fonte: 2292, destino: 7219, peso: 1
fonte: 2298, destino: 9980, peso: 1
fonte: 2324, destino: 4460, peso: 1
fonte: 2326, destino: 5235, peso: 1
fonte: 2353, destino: 2557, peso: 1
fonte: 2361, destino: 851, peso: 1
fonte: 2415, destino: 9900, peso: 1
fonte: 2415, destino: 3651, peso: 1
fonte: 2430, destino: 4395, peso: 1
fonte: 2474, destino: 321, peso: 1
fonte: 2489, destino: 9632, peso: 1
fonte: 2494, destino: 7321, peso: 1
fonte: 2507, destino: 6965, peso: 1
fonte: 2520, destino: 5247, peso: 1
fonte: 2522, destino: 3673, peso: 1
fonte: 2522, destino: 1955, peso: 1
fonte: 2528, destino: 732, peso: 1
fonte: 2539, destino: 6035, peso: 1
fonte: 2552, destino: 5178, peso: 1
fonte: 2568, destino: 2714, peso: 1
fonte: 2572, destino: 5641, peso: 1
fonte: 2574, destino: 5042, peso: 1
fonte: 2608, destino: 6637, peso: 1
fonte: 2635, destino: 8550, peso: 1
fonte: 2644, destino: 2764, peso: 1
fonte: 2648, destino: 3569, peso: 1
fonte: 2688, destino: 1381, peso: 1
fonte: 2694, destino: 4490, peso: 1
fonte: 2710, destino: 6628, peso: 1
fonte: 2737, destino: 5270, peso: 1
fonte: 2785, destino: 1071, peso: 1
fonte: 2800, destino: 7846, peso: 1
fonte: 2815, destino: 5786, peso: 1
fonte: 2825, destino: 7326, peso: 1
fonte: 2858, destino: 4002, peso: 1
fonte: 2894, destino: 9120, peso: 1
fonte: 2896, destino: 3467, peso: 1
fonte: 2897, destino: 5434, peso: 1
fonte: 2940, destino: 6627, peso: 1
fonte: 2940, destino: 2357, peso: 1
fonte: 2960, destino: 3304, peso: 1
fonte: 2965, destino: 1566, peso: 1
fonte: 2975, destino: 783, peso: 1
fonte: 2997, destino: 234, peso: 1
fonte: 2997, destino: 6902, peso: 1
fonte: 2999, destino: 7237, peso: 1
fonte: 3025, destino: 7037, peso: 1
fonte: 3046, destino: 8154, peso: 1
fonte: 3074, destino: 3137, peso: 1
fonte: 3078, destino: 5615, peso: 1
fonte: 3079, destino: 6898, peso: 1
fonte: 3089, destino: 2134, peso: 1
fonte: 3105, destino: 8351, peso: 1
fonte: 3107, destino: 8320, peso: 1
fonte: 3111, destino: 3202, peso: 1
fonte: 3128, destino: 7311, peso: 1
fonte: 3131, destino: 2490, peso: 1
fonte: 3134, destino: 8531, peso: 1
fonte: 3144, destino: 8153, peso: 1
fonte: 3172, destino: 6886, peso: 1
fonte: 3197, destino: 7217, peso: 1
fonte: 3245, destino: 9727, peso: 1
fonte: 3249, destino: 9728, peso: 1
fonte: 3258, destino: 9941, peso: 1
fonte: 3326, destino: 6172, peso: 1
fonte: 3327, destino: 6622, peso: 1
fonte: 3340, destino: 6567, peso: 1
fonte: 3349, destino: 2028, peso: 1
fonte: 3354, destino: 4851, peso: 1
fonte: 3362, destino: 7944, peso: 1
fonte: 3367, destino: 9500, peso: 1
fonte: 3394, destino: 4149, peso: 1
fonte: 3409, destino: 3613, peso: 1
fonte: 3437, destino: 6303, peso: 1
fonte: 3447, destino: 985, peso: 1
fonte: 3452, destino: 1503, peso: 1
fonte: 3452, destino: 8833, peso: 1
fonte: 3453, destino: 7429, peso: 1
fonte: 3485, destino: 5394, peso: 1
fonte: 3491, destino: 7192, peso: 1
fonte: 3491, destino: 5699, peso: 1
fonte: 3493, destino: 3872, peso: 1
fonte: 3506, destino: 4439, peso: 1
fonte: 3508, destino: 6517, peso: 1
fonte: 3510, destino: 2633, peso: 1
fonte: 3514, destino: 2400, peso: 1
fonte: 3518, destino: 5111, peso: 1
fonte: 3529, destino: 9227, peso: 1
fonte: 3530, destino: 1366, peso: 1
fonte: 3547, destino: 7038, peso: 1
fonte: 3606, destino: 7538, peso: 1
fonte: 3614, destino: 5981, peso: 1
fonte: 3615, destino: 2426, peso: 1
fonte: 3627, destino: 9267, peso: 1
fonte: 3640, destino: 2120, peso: 1
fonte: 3689, destino: 4632, peso: 1
fonte: 3696, destino: 7095, peso: 1
fonte: 3709, destino: 3605, peso: 1
fonte: 3713, destino: 7501, peso: 1
fonte: 3737, destino: 2844, peso: 1
fonte: 3748, destino: 592, peso: 1
fonte: 3771, destino: 8418, peso: 1
fonte: 3789, destino: 3172, peso: 1
fonte: 3795, destino: 5942, peso: 1
fonte: 3810, destino: 3122, peso: 1
fonte: 3842, destino: 2662, peso: 1
fonte: 3857, destino: 4654, peso: 1
fonte: 3875, destino: 156, peso: 1
fonte: 3880, destino: 1105, peso: 1
fonte: 3923, destino: 6518, peso: 1
fonte: 3926, destino: 9392, peso: 1
fonte: 3943, destino: 2223, peso: 1
fonte: 3945, destino: 2904, peso: 1
fonte: 3965, destino: 7170, peso: 1
fonte: 3996, destino: 8514, peso: 1
fonte: 4017, destino: 6795, peso: 1
fonte: 4027, destino: 7367, peso: 1
fonte: 4031, destino: 848, peso: 1
fonte: 4063, destino: 9558, peso: 1
fonte: 4074, destino: 6848, peso: 1
fonte: 4078, destino: 334, peso: 1
fonte: 4122, destino: 6106, peso: 1
fonte: 4125, destino: 2135, peso: 1
fonte: 4135, destino: 6216, peso: 1
fonte: 4137, destino: 3584, peso: 1
fonte: 4141, destino: 37, peso: 1
fonte: 4148, destino: 3758, peso: 1
fonte: 4149, destino: 5157, peso: 1
fonte: 4165, destino: 3295, peso: 1
fonte: 4176, destino: 6723, peso: 1
fonte: 4177, destino: 8612, peso: 1
fonte: 4190, destino: 831, peso: 1
fonte: 4195, destino: 2723, peso: 1
fonte: 4204, destino: 4966, peso: 1
fonte: 4223, destino: 8273, peso: 1
fonte: 4225, destino: 3904, peso: 1
fonte: 4234, destino: 439, peso: 1
fonte: 4248, destino: 5915, peso: 1
fonte: 4254, destino: 9695, peso: 1
fonte: 4262, destino: 6777, peso: 1
fonte: 4271, destino: 3926, peso: 1
fonte: 4301, destino: 7431, peso: 1
fonte: 4316, destino: 4768, peso: 1
fonte: 4330, destino: 4202, peso: 1
fonte: 4356, destino: 7819, peso: 1
fonte: 4436, destino: 9504, peso: 1
fonte: 4457, destino: 3156, peso: 1
fonte: 4483, destino: 2137, peso: 1
fonte: 4495, destino: 7199, peso: 1
fonte: 4517, destino: 952, peso: 1
fonte: 4520, destino: 2859, peso: 1
fonte: 4526, destino: 1085, peso: 1
fonte: 4566, destino: 8391, peso: 1
fonte: 4569, destino: 8174, peso: 1
fonte: 4587, destino: 7621, peso: 1
fonte: 4605, destino: 5698, peso: 1
fonte: 4614, destino: 5404, peso: 1
fonte: 4627, destino: 7866, peso: 1
fonte: 4649, destino: 8970, peso: 1
fonte: 4684, destino: 1070, peso: 1
fonte: 4690, destino: 3180, peso: 1
fonte: 4695, destino: 382, peso: 1
fonte: 4814, destino: 5239, peso: 1
fonte: 4836, destino: 2253, peso: 1
fonte: 4862, destino: 9792, peso: 1
fonte: 4901, destino: 8864, peso: 1
fonte: 4920, destino: 8069, peso: 1
fonte: 4920, destino: 9632, peso: 1
fonte: 4947, destino: 3146, peso: 1
fonte: 4963, destino: 2791, peso: 1
fonte: 4986, destino: 3819, peso: 1
fonte: 4989, destino: 8596, peso: 1
fonte: 4994, destino: 5386, peso: 1
fonte: 5065, destino: 8471, peso: 1
fonte: 5122, destino: 6225, peso: 1
fonte: 5125, destino: 2725, peso: 1
fonte: 5130, destino: 6359, peso: 1
fonte: 5140, destino: 3542, peso: 1
fonte: 5181, destino: 5255, peso: 1
fonte: 5190, destino: 5403, peso: 1
fonte: 5198, destino: 1394, peso: 1
fonte: 5207, destino: 607, peso: 1
fonte: 5219, destino: 5371, peso: 1
fonte: 5231, destino: 8742, peso: 1
fonte: 5237, destino: 2943, peso: 1
fonte: 5238, destino: 5612, peso: 1
fonte: 5243, destino: 1992, peso: 1
fonte: 5266, destino: 2597, peso: 1
fonte: 5318, destino: 5775, peso: 1
fonte: 5323, destino: 3803, peso: 1
fonte: 5333, destino: 2954, peso: 1
fonte: 5343, destino: 8951, peso: 1
fonte: 5380, destino: 7763, peso: 1
fonte: 5385, destino: 665, peso: 1
fonte: 5399, destino: 2310, peso: 1
fonte: 5417, destino: 3002, peso: 1
fonte: 5437, destino: 1263, peso: 1
fonte: 5448, destino: 9397, peso: 1
fonte: 5510, destino: 6598, peso: 1
fonte: 5516, destino: 8177, peso: 1
fonte: 5532, destino: 5349, peso: 1
fonte: 5559, destino: 659, peso: 1
fonte: 5562, destino: 3445, peso: 1
fonte: 5567, destino: 4101, peso: 1
fonte: 5591, destino: 2918, peso: 1
fonte: 5612, destino: 2445, peso: 1
fonte: 5620, destino: 7454, peso: 1
fonte: 5625, destino: 1126, peso: 1
fonte: 5638, destino: 7393, peso: 1
fonte: 5644, destino: 1988, peso: 1
fonte: 5645, destino: 3649, peso: 1
fonte: 5660, destino: 2969, peso: 1
fonte: 5675, destino: 6115, peso: 1
fonte: 5681, destino: 664, peso: 1
fonte: 5691, destino: 5268, peso: 1
fonte: 5702, destino: 9373, peso: 1
fonte: 5711, destino: 7199, peso: 1
fonte: 5802, destino: 4172, peso: 1
fonte: 5835, destino: 5933, peso: 1
fonte: 5836, destino: 584, peso: 1
fonte: 5837, destino: 4479, peso: 1
fonte: 5886, destino: 6559, peso: 1
fonte: 5909, destino: 3534, peso: 1
fonte: 5949, destino: 2418, peso: 1
fonte: 5958, destino: 1107, peso: 1
fonte: 5969, destino: 2598, peso: 1
fonte: 6016, destino: 3800, peso: 1
fonte: 6061, destino: 6251, peso: 1
fonte: 6083, destino: 6851, peso: 1
fonte: 6101, destino: 4857, peso: 1
fonte: 6102, destino: 1220, peso: 1
fonte: 6112, destino: 8862, peso: 1
fonte: 6115, destino: 1133, peso: 1
fonte: 6177, destino: 7021, peso: 1
fonte: 6204, destino: 2324, peso: 1
fonte: 6212, destino: 59, peso: 1
fonte: 6245, destino: 9041, peso: 1
fonte: 6276, destino: 1376, peso: 1
fonte: 6277, destino: 7174, peso: 1
fonte: 6278, destino: 4215, peso: 1
fonte: 6280, destino: 9836, peso: 1
fonte: 6294, destino: 8416, peso: 1
fonte: 6324, destino: 7384, peso: 1
fonte: 6333, destino: 1542, peso: 1
fonte: 6381, destino: 5779, peso: 1
fonte: 6390, destino: 8865, peso: 1
fonte: 6397, destino: 4607, peso: 1
fonte: 6397, destino: 4631, peso: 1
fonte: 6400, destino: 8943, peso: 1
fonte: 6446, destino: 1492, peso: 1
fonte: 6448, destino: 2756, peso: 1
fonte: 6453, destino: 9055, peso: 1
fonte: 6460, destino: 837, peso: 1
fonte: 6475, destino: 4012, peso: 1
fonte: 6497, destino: 346, peso: 1
fonte: 6497, destino: 3200, peso: 1
fonte: 6504, destino: 8200, peso: 1
fonte: 6540, destino: 1189, peso: 1
fonte: 6555, destino: 2428, peso: 1
fonte: 6556, destino: 1638, peso: 1
fonte: 6568, destino: 788, peso: 1
fonte: 6588, destino: 5392, peso: 1
fonte: 6596, destino: 7174, peso: 1
fonte: 6604, destino: 6065, peso: 1
fonte: 6605, destino: 3559, peso: 1
fonte: 6628, destino: 9839, peso: 1
fonte: 6633, destino: 3411, peso: 1
fonte: 6654, destino: 2291, peso: 1
fonte: 6659, destino: 6421, peso: 1
fonte: 6685, destino: 1386, peso: 1
fonte: 6706, destino: 3590, peso: 1
fonte: 6716, destino: 8403, peso: 1
fonte: 6718, destino: 1507, peso: 1
fonte: 6725, destino: 7400, peso: 1
fonte: 6734, destino: 8857, peso: 1
fonte: 6770, destino: 6101, peso: 1
fonte: 6786, destino: 4618, peso: 1
fonte: 6797, destino: 1950, peso: 1
fonte: 6799, destino: 7983, peso: 1
fonte: 6805, destino: 7717, peso: 1
fonte: 6816, destino: 6526, peso: 1
fonte: 6836, destino: 1262, peso: 1
fonte: 6853, destino: 2173, peso: 1
fonte: 6861, destino: 1452, peso: 1
fonte: 6903, destino: 6805, peso: 1
fonte: 6907, destino: 218, peso: 1
fonte: 6925, destino: 2378, peso: 1
fonte: 6929, destino: 5231, peso: 1
fonte: 6935, destino: 312, peso: 1
fonte: 6941, destino: 9836, peso: 1
fonte: 6957, destino: 4282, peso: 1
fonte: 7010, destino: 1890, peso: 1
fonte: 7022, destino: 8437, peso: 1
fonte: 7023, destino: 8565, peso: 1
fonte: 7028, destino: 9448, peso: 1
fonte: 7049, destino: 4113, peso: 1
fonte: 7051, destino: 7695, peso: 1
fonte: 7116, destino: 2827, peso: 1
fonte: 7118, destino: 3805, peso: 1
fonte: 7121, destino: 2839, peso: 1
fonte: 7168, destino: 3322, peso: 1
fonte: 7194, destino: 5603, peso: 1
fonte: 7241, destino: 4385, peso: 1
fonte: 7268, destino: 2258, peso: 1
fonte: 7280, destino: 6519, peso: 1
fonte: 7281, destino: 8168, peso: 1
fonte: 7300, destino: 6935, peso: 1
fonte: 7316, destino: 8773, peso: 1
fonte: 7337, destino: 8915, peso: 1
fonte: 7407, destino: 5268, peso: 1
fonte: 7426, destino: 3673, peso: 1
fonte: 7427, destino: 887, peso: 1
fonte: 7434, destino: 7213, peso: 1
fonte: 7435, destino: 1373, peso: 1
fonte: 7440, destino: 3503, peso: 1
fonte: 7441, destino: 5762, peso: 1
fonte: 7444, destino: 9937, peso: 1
fonte: 7447, destino: 4460, peso: 1
fonte: 7506, destino: 1615, peso: 1
fonte: 7514, destino: 9703, peso: 1
fonte: 7542, destino: 542, peso: 1
fonte: 7552, destino: 578, peso: 1
fonte: 7559, destino: 5404, peso: 1
fonte: 7561, destino: 7254, peso: 1
fonte: 7563, destino: 3396, peso: 1
fonte: 7572, destino: 9260, peso: 1
fonte: 7584, destino: 2899, peso: 1
fonte: 7609, destino: 1369, peso: 1
fonte: 7611, destino: 8096, peso: 1
fonte: 7616, destino: 25, peso: 1
fonte: 7623, destino: 4835, peso: 1
fonte: 7647, destino: 3120, peso: 1
fonte: 7668, destino: 8350, peso: 1
fonte: 7670, destino: 5291, peso: 1
fonte: 7671, destino: 7912, peso: 1
fonte: 7683, destino: 3054, peso: 1
fonte: 7685, destino: 7292, peso: 1
fonte: 7688, destino: 3152, peso: 1
fonte: 7696, destino: 9478, peso: 1
fonte: 7717, destino: 5761, peso: 1
fonte: 7717, destino: 2220, peso: 1
fonte: 7721, destino: 3843, peso: 1
fonte: 7731, destino: 4771, peso: 1
fonte: 7739, destino: 428, peso: 1
fonte: 7764, destino: 7713, peso: 1
fonte: 7791, destino: 3396, peso: 1
fonte: 7804, destino: 1970, peso: 1
fonte: 7819, destino: 2394, peso: 1
fonte: 7853, destino: 515, peso: 1
fonte: 7854, destino: 9163, peso: 1
fonte: 7878, destino: 6927, peso: 1
fonte: 7880, destino: 3118, peso: 1
fonte: 7881, destino: 5896, peso: 1
fonte: 7905, destino: 8631, peso: 1
fonte: 7990, destino: 8838, peso: 1
fonte: 8005, destino: 6715, peso: 1
fonte: 8009, destino: 5753, peso: 1
fonte: 8011, destino: 9858, peso: 1
fonte: 8011, destino: 5038, peso: 1
fonte: 8026, destino: 9355, peso: 1
fonte: 8161, destino: 5979, peso: 1
fonte: 8191, destino: 9851, peso: 1
fonte: 8192, destino: 3709, peso: 1
fonte: 8200, destino: 8648, peso: 1
fonte: 8204, destino: 9929, peso: 1
fonte: 8205, destino: 2922, peso: 1
fonte: 8208, destino: 9076, peso: 1
fonte: 8231, destino: 29, peso: 1
fonte: 8257, destino: 5226, peso: 1
fonte: 8257, destino: 8123, peso: 1
fonte: 8268, destino: 6807, peso: 1
fonte: 8274, destino: 2371, peso: 1
fonte: 8274, destino: 8156, peso: 1
fonte: 8293, destino: 4196, peso: 1
fonte: 8340, destino: 644, peso: 1
fonte: 8360, destino: 2980, peso: 1
fonte: 8366, destino: 6875, peso: 1
fonte: 8381, destino: 4473, peso: 1
fonte: 8385, destino: 2529, peso: 1
fonte: 8431, destino: 7421, peso: 1
fonte: 8439, destino: 3002, peso: 1
fonte: 8447, destino: 5585, peso: 1
fonte: 8458, destino: 3437, peso: 1
fonte: 8461, destino: 1884, peso: 1
fonte: 8466, destino: 1444, peso: 1
fonte: 8514, destino: 5372, peso: 1
fonte: 8515, destino: 9259, peso: 1
fonte: 8526, destino: 7375, peso: 1
fonte: 8536, destino: 1253, peso: 1
fonte: 8554, destino: 914, peso: 1
fonte: 8561, destino: 6856, peso: 1
fonte: 8580, destino: 5972, peso: 1
fonte: 8594, destino: 4087, peso: 1
fonte: 8619, destino: 9243, peso: 1
fonte: 8626, destino: 5693, peso: 1
fonte: 8679, destino: 111, peso: 1
fonte: 8694, destino: 9342, peso: 1
fonte: 8699, destino: 8777, peso: 1
fonte: 8702, destino: 2172, peso: 1
fonte: 8705, destino: 6441, peso: 1
fonte: 8707, destino: 5186, peso: 1
fonte: 8711, destino: 6919, peso: 1
fonte: 8714, destino: 7310, peso: 1
fonte: 8766, destino: 2162, peso: 1
fonte: 8768, destino: 7916, peso: 1
fonte: 8769, destino: 3232, peso: 1
fonte: 8811, destino: 8093, peso: 1
fonte: 8851, destino: 1335, peso: 1
fonte: 8900, destino: 3139, peso: 1
fonte: 8904, destino: 808, peso: 1
fonte: 8944, destino: 1886, peso: 1
fonte: 8949, destino: 7599, peso: 1
fonte: 8956, destino: 3708, peso: 1
fonte: 8977, destino: 7682, peso: 1
fonte: 8983, destino: 7774, peso: 1
fonte: 8988, destino: 461, peso: 1
fonte: 9027, destino: 2890, peso: 1
fonte: 9036, destino: 8959, peso: 1
fonte: 9042, destino: 8797, peso: 1
fonte: 9062, destino: 125, peso: 1
fonte: 9080, destino: 8247, peso: 1
fonte: 9082, destino: 8075, peso: 1
fonte: 9084, destino: 4323, peso: 1
fonte: 9112, destino: 182, peso: 1
fonte: 9117, destino: 6660, peso: 1
fonte: 9149, destino: 4088, peso: 1
fonte: 9221, destino: 656, peso: 1
fonte: 9238, destino: 8402, peso: 1
fonte: 9239, destino: 3109, peso: 1
fonte: 9242, destino: 1316, peso: 1
fonte: 9278, destino: 770, peso: 1
fonte: 9287, destino: 359, peso: 1
fonte: 9312, destino: 3576, peso: 1
fonte: 9324, destino: 3321, peso: 1
fonte: 9345, destino: 5729, peso: 1
fonte: 9346, destino: 317, peso: 1
fonte: 9369, destino: 1747, peso: 1
fonte: 9401, destino: 6558, peso: 1
fonte: 9414, destino: 8719, peso: 1
fonte: 9418, destino: 5971, peso: 1
fonte: 9431, destino: 695, peso: 1
fonte: 9435, destino: 5798, peso: 1
fonte: 9440, destino: 9376, peso: 1
fonte: 9450, destino: 4952, peso: 1
fonte: 9463, destino: 8739, peso: 1
fonte: 9475, destino: 2160, peso: 1
fonte: 9482, destino: 3468, peso: 1
fonte: 9488, destino: 8848, peso: 1
fonte: 9493, destino: 5271, peso: 1
fonte: 9494, destino: 6686, peso: 1
fonte: 9496, destino: 1302, peso: 1
fonte: 9566, destino: 361, peso: 1
fonte: 9591, destino: 5820, peso: 1
fonte: 9594, destino: 3018, peso: 1
fonte: 9619, destino: 6070, peso: 1
fonte: 9633, destino: 437, peso: 1
fonte: 9657, destino: 9402, peso: 1
fonte: 9671, destino: 1639, peso: 1
fonte: 9679, destino: 4655, peso: 1
fonte: 9696, destino: 8936, peso: 1
fonte: 9704, destino: 2684, peso: 1
fonte: 9712, destino: 9175, peso: 1
fonte: 9721, destino: 4202, peso: 1
fonte: 9742, destino: 8280, peso: 1
fonte: 9750, destino: 8271, peso: 1
fonte: 9762, destino: 954, peso: 1
fonte: 9764, destino: 4645, peso: 1
fonte: 9775, destino: 8611, peso: 1
fonte: 9803, destino: 5288, peso: 1
fonte: 9809, destino: 1554, peso: 1
fonte: 9810, destino: 1035, peso: 1
fonte: 9839, destino: 4636, peso: 1
fonte: 9887, destino: 5428, peso: 1
fonte: 9888, destino: 9708, peso: 1
fonte: 9905, destino: 6573, peso: 1
fonte: 9923, destino: 6235, peso: 1
fonte: 9927, destino: 9567, peso: 1
fonte: 9942, destino: 8874, peso: 1
fonte: 9962, destino: 8765, peso: 1
fonte: 9994, destino: 3891, peso: 1
fonte: 5, destino: 1479, peso: 2
fonte: 42, destino: 3827, peso: 2
fonte: 57, destino: 3401, peso: 2
fonte: 74, destino: 251, peso: 2
fonte: 81, destino: 9694, peso: 2
fonte: 89, destino: 7464, peso: 2
fonte: 98, destino: 2757, peso: 2
fonte: 99, destino: 1439, peso: 2
fonte: 114, destino: 1948, peso: 2
fonte: 134, destino: 6579, peso: 2
fonte: 138, destino: 6290, peso: 2
fonte: 150, destino: 1386, peso: 2
fonte: 172, destino: 4011, peso: 2
fonte: 203, destino: 6024, peso: 2
fonte: 208, destino: 253, peso: 2
fonte: 245, destino: 8056, peso: 2
fonte: 288, destino: 446, peso: 2
fonte: 306, destino: 8445, peso: 2
fonte: 317, destino: 9768, peso: 2
fonte: 341, destino: 7309, peso: 2
fonte: 344, destino: 2322, peso: 2
fonte: 353, destino: 647, peso: 2
fonte: 397, destino: 7598, peso: 2
fonte: 408, destino: 7378, peso: 2
fonte: 415, destino: 480, peso: 2
fonte: 438, destino: 7662, peso: 2
fonte: 446, destino: 3006, peso: 2
fonte: 452, destino: 5119, peso: 2
fonte: 455, destino: 6558, peso: 2
fonte: 461, destino: 7073, peso: 2
fonte: 501, destino: 173, peso: 2
fonte: 565, destino: 6533, peso: 2
fonte: 621, destino: 1010, peso: 2
fonte: 649, destino: 5247, peso: 2
fonte: 670, destino: 5837, peso: 2
fonte: 691, destino: 8169, peso: 2
fonte: 708, destino: 1864, peso: 2
fonte: 740, destino: 9018, peso: 2
fonte: 764, destino: 9788, peso: 2
fonte: 786, destino: 1272, peso: 2
fonte: 789, destino: 5849, peso: 2
fonte: 819, destino: 7168, peso: 2
fonte: 841, destino: 1816, peso: 2
fonte: 852, destino: 568, peso: 2
fonte: 867, destino: 1704, peso: 2
fonte: 869, destino: 3107, peso: 2
fonte: 924, destino: 8782, peso: 2
fonte: 926, destino: 2936, peso: 2
fonte: 948, destino: 1261, peso: 2
fonte: 978, destino: 4430, peso: 2
fonte: 983, destino: 2073, peso: 2
fonte: 1003, destino: 8101, peso: 2
