fonte: 1, destino: 611, peso: 1
fonte: 318, destino: 484, peso: 4
fonte: 324, destino: 37, peso: 4
fonte: 328, destino: 874, peso: 4
fonte: 371, destino: 154, peso: 4
fonte: 418, destino: 8, peso: 4
fonte: 429, destino: 20, peso: 4
fonte: 456, destino: 848, peso: 4
fonte: 457, destino: 584, peso: 4
fonte: 468, destino: 721, peso: 4
fonte: 497, destino: 659, peso: 4
fonte: 539, destino: 681, peso: 4
fonte: 547, destino: 123, peso: 4
fonte: 564, destino: 388, peso: 4
fonte: 575, destino: 961, peso: 4
fonte: 596, destino: 139, peso: 4
fonte: 626, destino: 698, peso: 4
fonte: 635, destino: 85, peso: 4
fonte: 646, destino: 65, peso: 4
fonte: 649, destino: 61, peso: 4
fonte: 656, destino: 998, peso: 4
fonte: 667, destino: 824, peso: 4
fonte: 685, destino: 564, peso: 4
fonte: 699, destino: 897, peso: 4
fonte: 704, destino: 718, peso: 4
fonte: 706, destino: 432, peso: 4
fonte: 718, destino: 520, peso: 4
fonte: 740, destino: 552, peso: 4
fonte: 757, destino: 776, peso: 4
fonte: 765, destino: 93, peso: 4
fonte: 782, destino: 228, peso: 4
fonte: 797, destino: 452, peso: 4
fonte: 851, destino: 670, peso: 4
fonte: 876, destino: 220, peso: 4
fonte: 938, destino: 717, peso: 4
fonte: 969, destino: 529, peso: 4
fonte: 989, destino: 510, peso: 4
fonte: 992, destino: 712, peso: 4
fonte: 995, destino: 248, peso: 4
fonte: 4, destino: 173, peso: 5
fonte: 8, destino: 978, peso: 5
fonte: 8, destino: 130, peso: 5
fonte: 31, destino: 853, peso: 5
fonte: 39, destino: 878, peso: 5
fonte: 47, destino: 223, peso: 5
fonte: 73, destino: 313, peso: 5
fonte: 99, destino: 663, peso: 5
fonte: 102, destino: 60, peso: 5
fonte: 107, destino: 995, peso: 5
fonte: 120, destino: 202, peso: 5
fonte: 150, destino: 838, peso: 5
fonte: 154, destino: 746, peso: 5
fonte: 179, destino: 457, peso: 5
fonte: 183, destino: 939, peso: 5
fonte: 191, destino: 333, peso: 5
fonte: 196, destino: 915, peso: 5
fonte: 201, destino: 64, peso: 5
fonte: 201, destino: 746, peso: 5
fonte: 219, destino: 297, peso: 5
fonte: 224, destino: 512, peso: 5
fonte: 243, destino: 129, peso: 5
fonte: 249, destino: 276, peso: 5
fonte: 260, destino: 427, peso: 5
fonte: 281, destino: 47, peso: 5
fonte: 289, destino: 144, peso: 5
fonte: 305, destino: 167, peso: 5
fonte: 328, destino: 417, peso: 5
fonte: 345, destino: 122, peso: 5
fonte: 544, destino: 439, peso: 5
fonte: 569, destino: 719, peso: 5
fonte: 575, destino: 309, peso: 5
fonte: 582, destino: 663, peso: 5
fonte: 585, destino: 570, peso: 5
fonte: 586, destino: 227, peso: 5
fonte: 595, destino: 584, peso: 5
fonte: 596, destino: 46, peso: 5
fonte: 598, destino: 461, peso: 5
fonte: 604, destino: 28, peso: 5
fonte: 612, destino: 908, peso: 5
fonte: 634, destino: 71, peso: 5
fonte: 701, destino: 85, peso: 5
fonte: 713, destino: 280, peso: 5
fonte: 727, destino: 44, peso: 5
fonte: 789, destino: 184, peso: 5
fonte: 793, destino: 871, peso: 5
fonte: 903, destino: 992, peso: 5
fonte: 974, destino: 734, peso: 5
fonte: 985, destino: 295, peso: 5
fonte: 992, destino: 711, peso: 5
fonte: 12, destino: 485, peso: 6
fonte: 44, destino: 638, peso: 6
fonte: 67, destino: 940, peso: 6
fonte: 96, destino: 533, peso: 6
fonte: 113, destino: 812, peso: 6
fonte: 132, destino: 782, peso: 6
fonte: 135, destino: 8, peso: 6
fonte: 144, destino: 158, peso: 6
fonte: 174, destino: 999, peso: 6
fonte: 184, destino: 967, peso: 6
fonte: 225, destino: 268, peso: 6
fonte: 227, destino: 897, peso: 6
fonte: 237, destino: 475, peso: 6
fonte: 238, destino: 597, peso: 6
fonte: 271, destino: 163, peso: 6
fonte: 283, destino: 652, peso: 6
fonte: 296, destino: 269, peso: 6
fonte: 300, destino: 335, peso: 6
fonte: 300, destino: 654, peso: 6
fonte: 324, destino: 907, peso: 6
fonte: 344, destino: 482, peso: 6
fonte: 369, destino: 36, peso: 6
fonte: 381, destino: 726, peso: 6
fonte: 417, destino: 304, peso: 6
fonte: 425, destino: 259, peso: 6
fonte: 442, destino: 998, peso: 6
fonte: 467, destino: 214, peso: 6
fonte: 482, destino: 149, peso: 6
fonte: 486, destino: 179, peso: 6
fonte: 506, destino: 227, peso: 6
fonte: 541, destino: 84, peso: 6
fonte: 546, destino: 262, peso: 6
fonte: 591, destino: 562, peso: 6
fonte: 602, destino: 277, peso: 6
fonte: 608, destino: 281, peso: 6
fonte: 653, destino: 967, peso: 6
fonte: 676, destino: 605, peso: 6
fonte: 682, destino: 39, peso: 6
fonte: 689, destino: 971, peso: 6
fonte: 690, destino: 196, peso: 6
fonte: 716, destino: 457, peso: 6
fonte: 753, destino: 532, peso: 6
fonte: 755, destino: 477, peso: 6
fonte: 783, destino: 342, peso: 6
fonte: 817, destino: 331, peso: 6
fonte: 825, destino: 573, peso: 6
fonte: 840, destino: 894, peso: 6
fonte: 866, destino: 862, peso: 6
fonte: 877, destino: 932, peso: 6
fonte: 881, destino: 274, peso: 6
fonte: 20, destino: 404, peso: 7
fonte: 25, destino: 6, peso: 7
fonte: 48, destino: 621, peso: 7
fonte: 52, destino: 684, peso: 7
fonte: 63, destino: 137, peso: 7
fonte: 71, destino: 335, peso: 7
fonte: 89, destino: 547, peso: 7
fonte: 134, destino: 965, peso: 7
fonte: 141, destino: 665, peso: 7
fonte: 145, destino: 704, peso: 7
fonte: 180, destino: 69, peso: 7
fonte: 185, destino: 21, peso: 7
fonte: 188, destino: 412, peso: 7
fonte: 197, destino: 72, peso: 7
fonte: 199, destino: 886, peso: 7
fonte: 211, destino: 582, peso: 7
fonte: 212, destino: 820, peso: 7
fonte: 216, destino: 676, peso: 7
fonte: 221, destino: 92, peso: 7
fonte: 224, destino: 225, peso: 7
fonte: 240, destino: 274, peso: 7
fonte: 249, destino: 705, peso: 7
fonte: 259, destino: 357, peso: 7
fonte: 287, destino: 450, peso: 7
fonte: 297, destino: 93, peso: 7
fonte: 332, destino: 880, peso: 7
fonte: 341, destino: 317, peso: 7
fonte: 342, destino: 900, peso: 7
fonte: 353, destino: 40, peso: 7
fonte: 367, destino: 325, peso: 7
fonte: 380, destino: 647, peso: 7
fonte: 382, destino: 14, peso: 7
fonte: 394, destino: 741, peso: 7
fonte: 406, destino: 568, peso: 7
fonte: 412, destino: 943, peso: 7
fonte: 435, destino: 343, peso: 7
fonte: 450, destino: 581, peso: 7
fonte: 450, destino: 496, peso: 7
fonte: 466, destino: 271, peso: 7
fonte: 476, destino: 187, peso: 7
fonte: 506, destino: 950, peso: 7
fonte: 529, destino: 706, peso: 7
fonte: 531, destino: 41, peso: 7
fonte: 539, destino: 391, peso: 7
fonte: 545, destino: 641, peso: 7
fonte: 590, destino: 800, peso: 7
fonte: 594, destino: 204, peso: 7
fonte: 602, destino: 426, peso: 7
fonte: 616, destino: 455, peso: 7
fonte: 647, destino: 954, peso: 7
fonte: 664, destino: 950, peso: 7
fonte: 705, destino: 8, peso: 7
fonte: 728, destino: 111, peso: 7
fonte: 781, destino: 5, peso: 7
fonte: 810, destino: 986, peso: 7
fonte: 816, destino: 225, peso: 7
fonte: 833, destino: 584, peso: 7
fonte: 845, destino: 871, peso: 7
fonte: 864, destino: 272, peso: 7
fonte: 875, destino: 276, peso: 7
fonte: 887, destino: 534, peso: 7
fonte: 933, destino: 901, peso: 7
fonte: 948, destino: 71, peso: 7
fonte: 959, destino: 773, peso: 7
fonte: 29, destino: 868, peso: 8
fonte: 67, destino: 5, peso: 8
fonte: 70, destino: 760, peso: 8
fonte: 72, destino: 146, peso: 8
fonte: 80, destino: 721, peso: 8
fonte: 98, destino: 976, peso: 8
fonte: 131, destino: 524, peso: 8
fonte: 132, destino: 842, peso: 8
fonte: 162, destino: 431, peso: 8
fonte: 247, destino: 841, peso: 8
fonte: 259, destino: 411, peso: 8
fonte: 263, destino: 839, peso: 8
fonte: 273, destino: 242, peso: 8
fonte: 292, destino: 628, peso: 8
fonte: 306, destino: 913, peso: 8
fonte: 319, destino: 971, peso: 8
fonte: 339, destino: 473, peso: 8
fonte: 339, destino: 665, peso: 8
fonte: 389, destino: 19, peso: 8
fonte: 451, destino: 307, peso: 8
fonte: 483, destino: 47, peso: 8
fonte: 486, destino: 55, peso: 8
fonte: 487, destino: 17, peso: 8
fonte: 502, destino: 749, peso: 8
fonte: 522, destino: 252, peso: 8
fonte: 525, destino: 153, peso: 8
fonte: 533, destino: 630, peso: 8
fonte: 533, destino: 620, peso: 8
fonte: 544, destino: 380, peso: 8
fonte: 563, destino: 274, peso: 8
fonte: 575, destino: 524, peso: 8
fonte: 583, destino: 711, peso: 8
fonte: 586, destino: 360, peso: 8
fonte: 591, destino: 109, peso: 8
fonte: 594, destino: 148, peso: 8
fonte: 597, destino: 308, peso: 8
fonte: 601, destino: 108, peso: 8
fonte: 602, destino: 979, peso: 8
fonte: 608, destino: 737, peso: 8
fonte: 613, destino: 441, peso: 8
fonte: 632, destino: 478, peso: 8
fonte: 661, destino: 72, peso: 8
fonte: 664, destino: 363, peso: 8
fonte: 704, destino: 994, peso: 8
fonte: 738, destino: 551, peso: 8
fonte: 754, destino: 625, peso: 8
fonte: 769, destino: 168, peso: 8
fonte: 795, destino: 521, peso: 8
fonte: 800, destino: 26, peso: 8
fonte: 803, destino: 958, peso: 8
fonte: 806, destino: 208, peso: 8
fonte: 822, destino: 608, peso: 8
fonte: 827, destino: 865, peso: 8
fonte: 848, destino: 906, peso: 8
fonte: 858, destino: 165, peso: 8
fonte: 867, destino: 499, peso: 8
fonte: 907, destino: 480, peso: 8
fonte: 909, destino: 293, peso: 8
fonte: 910, destino: 217, peso: 8
fonte: 928, destino: 884, peso: 8
fonte: 946, destino: 860, peso: 8
fonte: 5, destino: 957, peso: 9
fonte: 37, destino: 954, peso: 9
fonte: 87, destino: 622, peso: 9
fonte: 131, destino: 432, peso: 9
fonte: 134, destino: 39, peso: 9
fonte: 149, destino: 562, peso: 9
fonte: 156, destino: 551, peso: 9
fonte: 164, destino: 537, peso: 9
fonte: 179, destino: 691, peso: 9
fonte: 208, destino: 278, peso: 9
fonte: 216, destino: 841, peso: 9
fonte: 238, destino: 968, peso: 9
fonte: 250, destino: 828, peso: 9
fonte: 269, destino: 857, peso: 9
fonte: 274, destino: 709, peso: 9
fonte: 301, destino: 214, peso: 9
fonte: 317, destino: 268, peso: 9
fonte: 410, destino: 274, peso: 9
fonte: 432, destino: 6, peso: 9
fonte: 468, destino: 368, peso: 9
fonte: 478, destino: 802, peso: 9
fonte: 505, destino: 84, peso: 9
fonte: 510, destino: 198, peso: 9
fonte: 524, destino: 803, peso: 9
fonte: 537, destino: 273, peso: 9
fonte: 544, destino: 642, peso: 9
fonte: 551, destino: 34, peso: 9
fonte: 571, destino: 261, peso: 9
fonte: 572, destino: 691, peso: 9
fonte: 578, destino: 210, peso: 9
fonte: 585, destino: 308, peso: 9
fonte: 614, destino: 610, peso: 9
fonte: 619, destino: 385, peso: 9
fonte: 629, destino: 332, peso: 9
fonte: 629, destino: 735, peso: 9
fonte: 633, destino: 780, peso: 9
fonte: 638, destino: 435, peso: 9
fonte: 642, destino: 767, peso: 9
fonte: 649, destino: 20, peso: 9
fonte: 667, destino: 280, peso: 9
fonte: 678, destino: 974, peso: 9
fonte: 685, destino: 699, peso: 9
fonte: 700, destino: 120, peso: 9
fonte: 700, destino: 939, peso: 9
fonte: 707, destino: 647, peso: 9
fonte: 718, destino: 805, peso: 9
fonte: 725, destino: 895, peso: 9
fonte: 778, destino: 864, peso: 9
fonte: 786, destino: 4, peso: 9
fonte: 791, destino: 248, peso: 9
fonte: 794, destino: 788, peso: 9
fonte: 830, destino: 772, peso: 9
fonte: 834, destino: 52, peso: 9
fonte: 840, destino: 852, peso: 9
fonte: 847, destino: 166, peso: 9
fonte: 859, destino: 425, peso: 9
fonte: 893, destino: 544, peso: 9
fonte: 944, destino: 240, peso: 9
fonte: 964, destino: 535, peso: 9
fonte: 983, destino: 948, peso: 9
fonte: 984, destino: 282, peso: 9
fonte: 986, destino: 400, peso: 9
fonte: 995, destino: 712, peso: 9
fonte: 1000, destino: 321, peso: 9
fonte: 4, destino: 235, peso: 10
fonte: 26, destino: 345, peso: 10
fonte: 62, destino: 245, peso: 10
fonte: 89, destino: 742, peso: 10
fonte: 102, destino: 523, peso: 10
fonte: 117, destino: 24, peso: 10
fonte: 127, destino: 794, peso: 10
fonte: 137, destino: 40, peso: 10
fonte: 155, destino: 913, peso: 10
fonte: 174, destino: 274, peso: 10
fonte: 181, destino: 115, peso: 10
fonte: 182, destino: 689, peso: 10
fonte: 187, destino: 389, peso: 10
fonte: 218, destino: 874, peso: 10
fonte: 228, destino: 852, peso: 10
fonte: 254, destino: 464, peso: 10
fonte: 260, destino: 219, peso: 10
fonte: 277, destino: 853, peso: 10
fonte: 278, destino: 197, peso: 10
fonte: 284, destino: 403, peso: 10
fonte: 339, destino: 785, peso: 10
fonte: 363, destino: 827, peso: 10
fonte: 363, destino: 573, peso: 10
fonte: 380, destino: 430, peso: 10
fonte: 390, destino: 832, peso: 10
fonte: 391, destino: 13, peso: 10
fonte: 397, destino: 66, peso: 10
fonte: 418, destino: 195, peso: 10
fonte: 429, destino: 722, peso: 10
fonte: 450, destino: 846, peso: 10
fonte: 450, destino: 86, peso: 10
fonte: 479, destino: 833, peso: 10
fonte: 500, destino: 937, peso: 10
fonte: 543, destino: 315, peso: 10
fonte: 557, destino: 161, peso: 10
fonte: 578, destino: 821, peso: 10
fonte: 602, destino: 877, peso: 10
fonte: 627, destino: 909, peso: 10
fonte: 642, destino: 218, peso: 10
fonte: 645, destino: 193, peso: 10
fonte: 657, destino: 465, peso: 10
fonte: 683, destino: 183, peso: 10
fonte: 698, destino: 274, peso: 10
fonte: 711, destino: 128, peso: 10
fonte: 749, destino: 109, peso: 10
fonte: 760, destino: 618, peso: 10
fonte: 767, destino: 347, peso: 10
fonte: 777, destino: 646, peso: 10
fonte: 810, destino: 703, peso: 10
fonte: 818, destino: 347, peso: 10
fonte: 840, destino: 237, peso: 10
fonte: 869, destino: 422, peso: 10
fonte: 888, destino: 130, peso: 10
fonte: 899, destino: 71, peso: 10
fonte: 904, destino: 489, peso: 10
fonte: 921, destino: 25, peso: 10
fonte: 935, destino: 279, peso: 10
fonte: 960, destino: 340, peso: 10
fonte: 960, destino: 35, peso: 10
fonte: 962, destino: 346, peso: 10
fonte: 980, destino: 436, peso: 10
fonte: 8, destino: 213, peso: 11
fonte: 36, destino: 830, peso: 11
fonte: 45, destino: 772, peso: 11
fonte: 56, destino: 712, peso: 11
fonte: 88, destino: 136, peso: 11
fonte: 118, destino: 684, peso: 11
fonte: 142, destino: 113, peso: 11
fonte: 156, destino: 744, peso: 11
fonte: 159, destino: 558, peso: 11
fonte: 167, destino: 256, peso: 11
fonte: 184, destino: 481, peso: 11
fonte: 212, destino: 428, peso: 11
fonte: 240, destino: 381, peso: 11
fonte: 256, destino: 451, peso: 11
fonte: 258, destino: 875, peso: 11
fonte: 273, destino: 474, peso: 11
fonte: 307, destino: 548, peso: 11
fonte: 320, destino: 496, peso: 11
fonte: 324, destino: 551, peso: 11
fonte: 350, destino: 293, peso: 11
fonte: 381, destino: 525, peso: 11
fonte: 406, destino: 361, peso: 11
fonte: 468, destino: 367, peso: 11
fonte: 471, destino: 818, peso: 11
fonte: 509, destino: 646, peso: 11
fonte: 523, destino: 66, peso: 11
fonte: 539, destino: 16, peso: 11
fonte: 542, destino: 69, peso: 11
fonte: 555, destino: 901, peso: 11
fonte: 562, destino: 996, peso: 11
fonte: 593, destino: 151, peso: 11
fonte: 605, destino: 213, peso: 11
fonte: 616, destino: 189, peso: 11
fonte: 622, destino: 77, peso: 11
fonte: 627, destino: 413, peso: 11
fonte: 666, destino: 744, peso: 11
fonte: 741, destino: 392, peso: 11
fonte: 766, destino: 231, peso: 11
fonte: 807, destino: 127, peso: 11
fonte: 830, destino: 170, peso: 11
fonte: 849, destino: 883, peso: 11
fonte: 849, destino: 456, peso: 11
fonte: 853, destino: 977, peso: 11
fonte: 868, destino: 582, peso: 11
fonte: 871, destino: 719, peso: 11
fonte: 883, destino: 780, peso: 11
fonte: 901, destino: 823, peso: 11
fonte: 915, destino: 909, peso: 11
fonte: 975, destino: 503, peso: 11
fonte: 978, destino: 508, peso: 11
fonte: 37, destino: 501, peso: 12
fonte: 39, destino: 435, peso: 12
fonte: 50, destino: 839, peso: 12
fonte: 103, destino: 424, peso: 12
fonte: 128, destino: 14, peso: 12
fonte: 138, destino: 623, peso: 12
fonte: 163, destino: 95, peso: 12
fonte: 164, destino: 953, peso: 12
fonte: 223, destino: 921, peso: 12
fonte: 235, destino: 161, peso: 12
fonte: 244, destino: 146, peso: 12
fonte: 279, destino: 677, peso: 12
fonte: 294, destino: 112, peso: 12
fonte: 295, destino: 160, peso: 12
fonte: 299, destino: 836, peso: 12
fonte: 398, destino: 837, peso: 12
fonte: 400, destino: 197, peso: 12
fonte: 401, destino: 503, peso: 12
fonte: 402, destino: 492, peso: 12
fonte: 407, destino: 263, peso: 12
fonte: 414, destino: 799, peso: 12
fonte: 421, destino: 489, peso: 12
fonte: 422, destino: 938, peso: 12
fonte: 424, destino: 617, peso: 12
fonte: 434, destino: 165, peso: 12
fonte: 444, destino: 483, peso: 12
fonte: 453, destino: 759, peso: 12
fonte: 467, destino: 576, peso: 12
fonte: 484, destino: 88, peso: 12
fonte: 529, destino: 220, peso: 12
fonte: 567, destino: 752, peso: 12
fonte: 580, destino: 198, peso: 12
fonte: 589, destino: 530, peso: 12
fonte: 592, destino: 368, peso: 12
fonte: 602, destino: 829, peso: 12
fonte: 621, destino: 205, peso: 12
fonte: 622, destino: 632, peso: 12
fonte: 682, destino: 918, peso: 12
fonte: 774, destino: 895, peso: 12
fonte: 779, destino: 9, peso: 12
fonte: 783, destino: 65, peso: 12
fonte: 837, destino: 767, peso: 12
fonte: 848, destino: 263, peso: 12
fonte: 857, destino: 22, peso: 12
fonte: 861, destino: 236, peso: 12
fonte: 890, destino: 716, peso: 12
fonte: 905, destino: 51, peso: 12
fonte: 907, destino: 947, peso: 12
fonte: 931, destino: 80, peso: 12
fonte: 937, destino: 573, peso: 12
fonte: 939, destino: 66, peso: 12
fonte: 965, destino: 568, peso: 12
fonte: 974, destino: 303, peso: 12
fonte: 975, destino: 683, peso: 12
fonte: 2, destino: 332, peso: 13
fonte: 24, destino: 905, peso: 13
fonte: 33, destino: 32, peso: 13
fonte: 100, destino: 107, peso: 13
fonte: 109, destino: 186, peso: 13
fonte: 157, destino: 780, peso: 13
fonte: 209, destino: 485, peso: 13
fonte: 245, destino: 391, peso: 13
fonte: 272, destino: 938, peso: 13
fonte: 285, destino: 530, peso: 13
fonte: 293, destino: 678, peso: 13
fonte: 308, destino: 333, peso: 13
fonte: 311, destino: 600, peso: 13
fonte: 330, destino: 522, peso: 13
fonte: 364, destino: 181, peso: 13
fonte: 408, destino: 377, peso: 13
fonte: 483, destino: 873, peso: 13
fonte: 487, destino: 560, peso: 13
fonte: 489, destino: 282, peso: 13
fonte: 493, destino: 997, peso: 13
fonte: 494, destino: 291, peso: 13
fonte: 522, destino: 432, peso: 13
fonte: 544, destino: 473, peso: 13
fonte: 551, destino: 338, peso: 13
fonte: 574, destino: 680, peso: 13
fonte: 617, destino: 235, peso: 13
fonte: 649, destino: 160, peso: 13
fonte: 671, destino: 358, peso: 13
fonte: 679, destino: 221, peso: 13
fonte: 750, destino: 706, peso: 13
fonte: 810, destino: 46, peso: 13
fonte: 849, destino: 250, peso: 13
fonte: 860, destino: 644, peso: 13
fonte: 869, destino: 349, peso: 13
fonte: 882, destino: 852, peso: 13
fonte: 942, destino: 500, peso: 13
fonte: 967, destino: 930, peso: 13
fonte: 1000, destino: 678, peso: 13
fonte: 12, destino: 761, peso: 14
fonte: 20, destino: 79, peso: 14
